Temperature,Rainfall,Humidity,Pressure,WindSpeed,SolarRadiation,Elevation,CloudCover,Target
294.9816047538945,196.81776013872104,43.62767366200286,999.9340487458107,29.199932439598815,92.37083927589663,1914.4337051165219,60.93926309870537,175.55201478524245
318.0285722563966,236.71782968751072,39.962088660826296,1049.349354502519,7.380479823948463,60.75372958802006,1377.8773606025793,3.89034677630975,189.90598260695853
309.2797576724562,427.27369660109014,25.853852125257404,1012.5333561312666,13.865587774795447,604.191950743664,2893.4955745918223,61.226034087673455,187.85893583520667
303.9463393678815,170.00219302994606,64.65400030913392,916.6605166223593,26.53122547431273,966.1163224927548,656.9353529527145,8.966860676411626,169.25559805704341
286.2407456176975,434.8248424060857,52.8961744457766,937.1160473567111,19.283573780979196,502.721308954724,1763.569247996822,71.03442385187473,163.51962605111123
286.2397808134481,44.067215488345745,87.91308930916033,943.8656368061838,29.542841545395753,51.51522593930513,2100.6300449706678,39.00776465809306,156.73781154305684
282.323344486728,388.39921860431537,12.889862243385242,951.572850728969,38.448316048914386,221.21865607745616,2476.693468036145,83.76964915685187,176.2189451047637
314.6470458309974,423.7738165273682,67.94811347996136,1013.0806783901008,4.6618675086079,244.79290641577066,1220.9130912840212,94.25292452651306,165.89089139738832
304.0446004697284,90.90882641866938,78.66539906604051,1000.7931559650787,28.382708655922436,337.85712913695,2060.7657229724446,41.7110341465609,157.40278841890898
308.3229031118418,215.17326618610022,78.35379122694764,940.6320076728418,9.21376622528458,43.60338358621263,909.6044141528483,46.05552954737462,172.33055666590784
280.8233797718321,82.74988733182781,89.74665703859726,913.5109686911375,16.57906909630277,904.8927004979163,1306.4282770854609,59.014758101285025,159.625081590409
318.7963940864798,353.30206449710886,75.61303685465447,934.2864408949437,1.314509031805593,515.5639447214952,2686.881393610198,19.713272185805053,182.80468619663765
313.29770563201686,267.6738840308284,93.50290554829267,1096.8762625237207,5.436295291707958,670.930792954109,2849.722827992863,92.73328408283614,182.69251849319627
288.49356442713105,317.6616733541605,39.93909398388023,993.7093899582944,12.791091561955987,67.17283689500897,2156.452040781794,43.29999265013726,166.63447197421522
287.272998688284,98.24348347810557,55.28884750763888,1073.4691009404225,13.679432211519398,54.115467803649395,1123.0556723285551,16.68203359160073,163.758543657596
287.33618039413733,105.87293102620976,11.267169695460161,1069.7504933337686,35.98340865848383,586.4677720405472,2460.173369923992,76.2731833418884,183.8196791858816
292.1696897183815,20.748662754953184,10.62618285729621,1002.3039114925748,29.672516370660603,887.2960105042081,77.60124517626055,21.91513724439852,191.46488475242091
300.99025726528953,161.03376759786485,31.61139584063679,1041.3375416921087,38.88731872748164,528.482000959547,308.2377316182632,14.352927507185498,204.46740715113367
297.27780074568466,279.87233066683746,19.072647742517674,938.5504020825424,23.962860413409622,877.8191725700715,1984.1212091260834,56.287207549400705,180.96284803184173
291.6491656079217,428.9674569986644,33.41902311421782,1037.6793409853817,9.66854928365272,810.9912730552393,873.7457258101723,67.14952552915908,172.92640771889262
304.4741157888952,333.46372372934036,25.933896507555765,954.476915852658,13.106201196865715,75.85378579492075,2854.1586552014332,56.95627406649163,173.4592510552158
285.57975442608165,217.69816169987573,12.566802235478342,1066.41241935083,12.793436931678684,201.9574743856899,1308.1818362769143,65.65106489473632,181.95442042175262
